index,category,filename,Title,Date Created,Dimensions,Artist,mean_grayscale,mean_blue,mean_green,mean_red,std_grayscale,std_blue,std_green,std_red
2890,BLUE,2890.jpg, Paul Robeson, 1944, w97.2 x h127.6 x d3.8 cm (Stretcher), Betsy Graves Reyneau,0.34000486508437344,0.4289766730932695,0.34725718559632407,0.2931189718076086,0.23065422420718962,0.20863042968526874,0.22733776825427823,0.2695339484932735
2891,BLUE,2891.jpg, Oil pot, ca. 1737, Height 8 1/4 in. (21 cm), Johann Joachim Kändler|Meissen Manufactory,0.44371173834700417,0.5190505840282812,0.4452213075004319,0.41311867559546145,0.19813571178620099,0.1492623315119279,0.1947605004208349,0.23538902599414985
2892,BLUE,2892.jpg, Train Window - School, 2010, w220 x h140 cm, Zhang Xiaogang,0.5063214270060217,0.4644495988026624,0.5128358930666144,0.5088626474280881,0.22704930259648853,0.2674449978211815,0.22997743611611252,0.23802987042581328
2893,BLUE,2893.jpg, Festa caipira, 1971, 35 x 49 cm, Fulvio Pennacchi,0.3273784964791783,0.28533447655210664,0.3379057280824526,0.32209108163266537,0.12059994273459952,0.12573155492851273,0.11626060116515172,0.19500766254451884
2894,BLUE,2894.jpg, Atmospheres, 2019/2019, 100 x 81, Manuel Hernández,0.541965064178965,0.5667398190584096,0.5524042719395631,0.512350545460659,0.22110617162464954,0.21903522637150052,0.22389119361533766,0.2313269487740572
2895,BLUE,2895.jpg, Still-Life, 1920, w52 x h39.6 cm, KISHIDA Ryusei,0.33140560309293515,0.3810955005975279,0.326204347553718,0.32341510990171163,0.13605087150114453,0.207243935781719,0.15256683261674905,0.10571230360249426
2896,BLUE,2896.jpg, Bridge #2, c. 1960," 26""h x 29""w", Ernest Fiene,0.3563228384168742,0.5467645127440274,0.3882465822021732,0.22371086171916327,0.17572117626935907,0.25741266801669377,0.20008814889245335,0.15829229125191469
2897,BLUE,2897.jpg," After the Rain, Widecombe", 1994,, Alan Richards,0.44779952922282934,0.4609627815441419,0.47766082067977084,0.3842457968396966,0.11450268616729566,0.248430931583816,0.12895022538346507,0.13690892735888938
2898,BLUE,2898.jpg, Sunset in Berlin, 2020/2020, 65 x 81, Karfer Eguia,0.4649858008305548,0.4906099748639976,0.46768135338529454,0.4502890169939711,0.1859702204995925,0.1963671979765037,0.19111083221855746,0.2019795326716583
2899,BLUE,2899.jpg," Shona Dickson, Senior Palliative Care Nurse, Tayside", 2020, 42 x 29.5 cm, Gary Jeffrey,0.5242247217457142,0.5840502567939158,0.5279889056542295,0.49488579720796033,0.13586289252854217,0.15692060677030034,0.142906292119339,0.16988577880904235
2900,BLUE,2900.jpg, Long Quiet Night, 2019," h 3.5ft, w 4ft", Tonia Nneji,0.5069469105773555,0.5746308306008765,0.4918832467813448,0.5117546787008855,0.26849977692543997,0.3971280159744794,0.30029793406097516,0.24801202889128537
2901,BLUE,2901.jpg, Scarecrow's Dream, 1996, 81cm x 104.5cm, Somphong Adulyasarapan,0.4632780937707585,0.5883612643375186,0.5036323815116386,0.3380508320058826,0.199011740754551,0.20979862861232354,0.18820188618496117,0.2907380560688817
2902,BLUE,2902.jpg, Words of the World, 2008, w651 x h909 cm," Jung, Boc Su",0.5096707658024677,0.5682258833776752,0.4998037194238514,0.5076057472361706,0.20968727819796112,0.2118888268455,0.22106240012845602,0.21177858323745966
2903,BLUE,2903.jpg, Train Window - Green Pine, 2010, w220 x h140 cm, Zhang Xiaogang,0.5147872634380742,0.5667151613985938,0.520947502601363,0.48363189716474947,0.2579229752496427,0.26857066007972313,0.25693874892499435,0.2573545280785026
2904,BLUE,2904.jpg, Lovers in Front of the Bookcase, 1996-2005, 98 x 88 cm, Edouard Sacaillan,0.1841314797658082,0.26452441238414953,0.17973640721484727,0.1632977138226398,0.14325167413644296,0.18740750509709103,0.15273652983575367,0.16518517105701547
2905,BLUE,2905.jpg, Pier in Garda, 1939,, Oreste Marini,0.4764971140330705,0.544593677992178,0.47701940129520765,0.45050120896586127,0.12143414316231511,0.1596663926081167,0.12663989512529725,0.1675433949760094
2906,BLUE,2906.jpg, Sundown, 1921 - 1921, 28 1/8 x 44 1/8 in. (71.4 x 112.1 cm), Rockwell Kent,0.45790905206308763,0.5255184563184152,0.4804223985218214,0.3888426891339578,0.22759495884603695,0.21865601552871047,0.21566465045722327,0.2685071760391442
2907,BLUE,2907.jpg, Song Dedicated to the Moon, 2008, w409 x h530 cm," Yi, Hee Choung",0.28767934594756767,0.4174872443644138,0.2723266803684799,0.27027669216693,0.11902395474763534,0.2175217464653685,0.1266432132223193,0.13751171762577502
2908,BLUE,2908.jpg, Self-portrait. I always had to fight for spiritual space, 2004 - 2004, w75 x h110 x d4 cm (without frame), Katya Medvedeva,0.4815492619814311,0.6302973789828276,0.48369113959417737,0.42279592644251807,0.17061898250409704,0.20526148233494704,0.20231254245558433,0.24722483707259188
2909,BLUE,2909.jpg," Landscape ""Rosquisser""", 1928," w104,5 x h75 cm", Joaquim Mir Trinxet,0.3955760451635461,0.4605980002878062,0.41754060257956754,0.32853769869980876,0.21915069953353825,0.23297577992263638,0.2125160535514887,0.2316458031569964
2910,BLUE,2910.jpg," Misty Day, Venice", 1869,, John Leslie Breck,0.8368162726144462,0.8665688766294422,0.8423198294618607,0.8150833226757004,0.07867804462764828,0.07724368994028444,0.06667399783861848,0.12713120636157668
2911,BLUE,2911.jpg," ""Shah dag""", 1971/1972,, Bahlulzade Sattar Bahlul oglu (1909.12.15-1974.10.13),0.4620482057249402,0.5956884720837063,0.491945891647598,0.3542479924121656,0.18978555630633492,0.20415864196431094,0.1806040689099415,0.23401299347796348
2912,BLUE,2912.jpg, Islets of Paros, 1948 - 1948, w62 x h44 cm, Spyros Papaloukas,0.455483145428756,0.8223422815420403,0.5304639983155938,0.17350578484310464,0.11586181060884065,0.23232553283372487,0.11944740262391987,0.15293153516248895
2913,BLUE,2913.jpg, Atonality and its Permeation, 1929, 100 x 81 cm, František Foltýn,0.33185253358455324,0.42275221513648076,0.3397010538947995,0.283087227072029,0.17246413901608412,0.17373765434131577,0.17711959492212595,0.17383327411709243
2914,BLUE,2914.jpg, Nel sonno, 1906/1907, w115 x h100 cm,,0.20504341809604038,0.2981723110091447,0.2074207147158795,0.16622080734221847,0.08442389063200384,0.11016112120788088,0.09093861273003,0.0650603461681943
2915,BLUE,2915.jpg," Sketch for Turandot by G.Puccini-act II°,part II°", 1926/1926,, Galileo Chini (1873-1956),0.6471467629115972,0.6769962647247958,0.6459840137506482,0.6384886855966242,0.10625246626880912,0.13635622517491264,0.10709761920784405,0.10900102537950551
2916,BLUE,2916.jpg, The old oak, 2020/2020, 73 x 93, José María Martín,0.2779528794522637,0.3327495152027882,0.28849526030543077,0.23712743066584288,0.19082291273315294,0.2537253765035613,0.19806516345086314,0.16468950444616764
2917,BLUE,2917.jpg," Cetacean Constellation (Bathers #2), Swimmers", 1976, 61cm x 61cm, Catharine MacTavish,0.3013762068393383,0.3903771080848104,0.3426440016339702,0.18758254661988918,0.1326018974787321,0.12581864396906334,0.14095253513475403,0.1405002360099124
2918,BLUE,2918.jpg, Santa Eugenia, 2020/2020, 146 x 146, Adriana Berges,0.6193112619257912,0.6470838414472446,0.6235722824687041,0.6007479757001966,0.16325332289345346,0.20025635198013617,0.16443516962663055,0.20396564310636126
2919,BLUE,2919.jpg, CAT IV N. 10, 1972, w90 x h100 cm, Piero Sadun,0.5590315239774725,0.6502675616276377,0.5751800239331409,0.4938195935929312,0.17382811892032773,0.2175951230956133,0.18583771740850463,0.22107391019429465
2920,BLUE,2920.jpg, Venice, 2020/2020, 41 x 27, Pilar Cortés,0.48431196703078744,0.5744433763461392,0.4792661304025943,0.46118726231727164,0.16680977178857634,0.19590495850538023,0.1708602266090657,0.16583268435313359
2921,BLUE,2921.jpg, Blue Vista, 1996, 50 x 60 cm, Bonnie Brown,0.42898331825253244,0.47913027310159534,0.44774335378998437,0.37370136491755396,0.21046508241941567,0.2031927429479015,0.2083054733691207,0.2277769014050585
2922,BLUE,2922.jpg, The iconostasis of the Kazan Mother of God, 2013 - 2013, w70 x h79 x d1 cm (without frame), Katya Medvedeva,0.29585648961786426,0.5659069025235874,0.2835469563301236,0.2210467536849892,0.15404255577512307,0.27716493557457383,0.1593769073702404,0.18319491832294715
2923,BLUE,2923.jpg, The iconostasis of the Kazan Mother of God, 2013 - 2013, w70 x h79 x d1 cm (without frame), Katya Medvedeva,0.29585648961786426,0.5659069025235874,0.2835469563301236,0.2210467536849892,0.15404255577512307,0.27716493557457383,0.1593769073702404,0.18319491832294715
2924,BLUE,2924.jpg, Under the Sea-1, 1994, 84cm x 115cm, Somphong Adulyasarapan,0.3756343257040693,0.6059832452002124,0.4644442349610791,0.11651356701669736,0.145254378982666,0.21014585107515193,0.18323632508471213,0.15538977247534777
2925,BLUE,2925.jpg, The Bridge, 1914," Canvas dimensions 25 3/8 × 30 1/2 in. (64.45 × 77.47 cm)
Framed dimensions 32 3/4 × 37 7/8 × 2 3/8 in. (83.19 × 96.2 × 6.03 cm)", Jonas Lie,0.3212882394370848,0.36563022436669135,0.3405129553786422,0.2672209036111663,0.17135168723449687,0.16672461283060327,0.1801205150655706,0.16258203064453286
2926,BLUE,2926.jpg, The Way to the Waterfall, 2011, w910 x h1168 cm," Kong, Sung Hun",0.3249325146670045,0.48206537522173387,0.3465565237823329,0.22478991453679129,0.24753382914936142,0.3563818382336102,0.26450665755303177,0.1773716553265169
2927,BLUE,2927.jpg," The beatles, Abbey Road", 2020/2020, 40 x 50, Andrés Javier Martínez Blanco,0.5037890537202744,0.5162035449789141,0.4852477744560655,0.5357015894783844,0.15725838820599783,0.21172164760329845,0.17605162915431274,0.16949448987497007
2928,BLUE,2928.jpg, Blue Space 2010, 2010, w1500 x h1500 cm," Yi, Hee Choung",0.38596064541424563,0.5757171286075087,0.38747026620465574,0.3134143473555761,0.14828290958901044,0.21796944184437544,0.15096003196438945,0.1346693405311135
2929,BLUE,2929.jpg, Entry to Jerusalem, 2006 - 2006, w58 x h58 x d1 cm (without frame), Katya Medvedeva,0.31291808152999184,0.5434108308370454,0.30404643805893783,0.24585163894381154,0.20661903007810406,0.17132817275565657,0.20171981280024795,0.2550040742179422
2930,BLUE,2930.jpg, New Exhibition of Fossils, 2006, 194cm x 153cm, Somphong Adulyasarapan,0.4979397264320705,0.5696409768676326,0.48474837678745525,0.4975922555734418,0.19590678866326802,0.24144844573282853,0.21916078349837315,0.23434827163527674
2931,BLUE,2931.jpg, The Last War Whoop, 1855, 30 × 44 in. (76.2 × 111.76 cm), Arthur Fitzwilliam Tait,0.5224843304774879,0.46684655550305143,0.49516091424678343,0.5966208998885002,0.24117576985024328,0.3572235515387021,0.2602579174499447,0.1883338278162977
2932,BLUE,2932.jpg, Greyhound and bee, 2015, 98 x 130, Pedro Sanz López,0.5930687574440814,0.5919900232546551,0.5992166389568208,0.581373459671817,0.1344594433453543,0.2768406802115447,0.15989861420711352,0.2156426576124322
2933,BLUE,2933.jpg, Pontoise, 1960, w193.8 x h195.6 cm, Piero Dorazio,0.1659796914550201,0.2598278086765742,0.16101656006031517,0.14132954021670321,0.05261748143860951,0.05764745463976248,0.052407310386337856,0.05177414235511188
2934,BLUE,2934.jpg, Musicians, 1961/1961,," Portinari, Candido (1903 - 1962)",0.5979692571819937,0.6970175639793221,0.54473654031017,0.6663425545375598,0.10265098863661999,0.2029809284534607,0.14605463034293995,0.20161118517458407
2935,BLUE,2935.jpg, Flower of Consolation, 2006 - 2006, w70 x h100 x d2 cm (without frame), Katya Medvedeva,0.3882829990839439,0.4586462424388347,0.3639441367907695,0.410349572363727,0.1216664644800304,0.2388591528887451,0.14075488379419782,0.18099785519688838
2936,BLUE,2936.jpg, Portrait of Vittorio Staudacher, 1988, h 130 x w 100 cm, Roberto Sambonet,0.3028160348441554,0.3641464817102008,0.30175239506534585,0.28242002922493087,0.13461416967017079,0.12098427033640612,0.13074661608261154,0.1579170920466766
2937,BLUE,2937.jpg, From My Childhood, 2004 - 2004, w58 x h58 x d3 cm (without frame), Katya Medvedeva,0.41623269665734597,0.5736658594885657,0.4011828471551324,0.3881052409735853,0.13253958553301676,0.1996316183052784,0.12999114783762708,0.19451748516309775
2938,BLUE,2938.jpg, Boats, 1978,, YANKO MARINOV,0.40672531907352044,0.4535799739773626,0.3927217473154273,0.41708563673302823,0.13006888160926283,0.15409265507675635,0.13394176026541674,0.14950179275342199
2939,BLUE,2939.jpg, A Swaying Alley at twilight 3, 2013/2013, 97 x 130 cm, Choi Eun-Kyung,0.5528961222027217,0.839412667352358,0.619858822888953,0.31614674429826645,0.10097124147367526,0.1343819741258486,0.10612498944174723,0.10996257174268606
2940,BLUE,2940.jpg, The Illusion of Vermeer, 2004, w1620 x h1120 cm," Nam, Kyung Min",0.6127210820389563,0.6397446651291655,0.6319479611297613,0.5649995726939634,0.2856990060581559,0.26852780265657417,0.2880745201523653,0.2937041827974689
2941,BLUE,2941.jpg, Knoxville, 2014,, Ron Donoughe,0.4836388125175251,0.5726243535620212,0.48755038358472336,0.4433180243690532,0.13718156208883167,0.20615323043632736,0.1410911258328035,0.14654846242603298
2942,BLUE,2942.jpg, Seascape, c. 1875 - 1890," 37,7 x 74,8 cm", Ramón Martí Alsina,0.6359205891259319,0.6498444986299189,0.6291269807436087,0.6441759187930395,0.2186261847535112,0.2448344285251726,0.2220857573743828,0.20565976974380684
2943,BLUE,2943.jpg, Genesis, 1957/1957, 150 x 215 cms, K.C.S. Paniker,0.6779304990234005,0.761329143932885,0.6948754297828105,0.6140259653964169,0.17854023577455108,0.1627762902838912,0.17526129718523545,0.19172072275768792
2944,BLUE,2944.jpg, Unique... Cadaqu'es, 2020/2020, 30 x 35, Juan José Jiménez Sánchez,0.3816272298219984,0.4635202532053456,0.40259697995704524,0.31035927931584595,0.2112937826487063,0.21987846862594526,0.21267880753608678,0.23337816616934032
2945,BLUE,2945.jpg, Dream next to the Sea, 1988, 85cm x 98cm, Somphong Adulyasarapan,0.33735376396575223,0.49118634766219565,0.4154237665015684,0.1274108116232846,0.15700650056772833,0.26536672709347836,0.20704555528767882,0.179332443120414
2946,BLUE,2946.jpg, At Chiclana, 1875/1875,, Santiago González Lago,0.5856769354211485,0.5779392400837481,0.5884706226599491,0.5830198388085546,0.23903112643728702,0.3153415989080595,0.25347563994671435,0.2101779276127288
2947,BLUE,2947.jpg," Angel, 1998", 2014 - 2014, w51 x h57 x d3 cm (without frame), Katya Medvedeva,0.3951707304771678,0.5864155908461639,0.42019682496604077,0.27582962918041903,0.12608887806976046,0.1827661255441965,0.1467506512686545,0.13461070384085608
2948,BLUE,2948.jpg, Summer, 2007, w405 x h154 cm, Aka Høegh,0.4606185786260119,0.5156890164735983,0.4806855870174219,0.40096096824545735,0.21267195604721265,0.26569503433363334,0.2110621930328348,0.2169253874131147
2949,BLUE,2949.jpg, Love for the Child, circa 1965-1995,, Siddhesh,0.6992731678428089,0.7323379804616067,0.7177050603642331,0.6509000145904495,0.26900939845232363,0.35362604400063996,0.29496669041949625,0.21700800544948107
2950,BLUE,2950.jpg," Corina, Cardiff", 2020, 31 x 23 cm, Inge du Plessis,0.6185210147507645,0.620625251805343,0.6259624743241108,0.6031145906698377,0.20988537783217642,0.17100509641230402,0.20402157395675735,0.26838134461421487
2951,BLUE,2951.jpg, Symbolon 1, 1997 - 1997, w260 x h195 cm,,0.4497273499280185,0.6172715698983612,0.45657575955899615,0.37482593033130324,0.23705334462962135,0.17226242016693372,0.23637782380320083,0.29172099489999037
2952,BLUE,2952.jpg, Jobless Son, 1966, w74 x h93 cm, Anthony Poon,0.29116177286172357,0.31833631246698885,0.2991418854183366,0.26550355364512057,0.05154242590322824,0.057684313454292376,0.05981369793654455,0.04648052335429312
2953,BLUE,2953.jpg, Mounted War Party Scouring a Thicket, 1846-1848, 20 x 27 1/4 in. (50.9 x 69.2 cm)," George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872",0.5919518851401373,0.6011461808947569,0.570469690392259,0.6308289597009379,0.24526983143446643,0.31791394878437024,0.2586184203079047,0.20459616122378535
2954,BLUE,2954.jpg, Stuck in a Snowfall, 2004 - 2004, w83 x h82 x d2 cm (without frame), Katya Medvedeva,0.5841623154503255,0.7405709569193456,0.6005428287739679,0.4945974707085214,0.16813375303898698,0.17896853129667367,0.17177287661228843,0.19745593646255752
2955,BLUE,2955.jpg, Angel, 2013 - 2013, w72 x h105 x d4 cm (without frame), Katya Medvedeva,0.3811862652031385,0.45733622420377484,0.3936594589044674,0.3287339992902917,0.23552866417240223,0.25778630186336915,0.23803944783069975,0.2560654742702729
2956,BLUE,2956.jpg, Sant’Antonio - Perit Antenora, 1930," 84 x 126,5 cm", Tullio Garbari,0.6401077227510343,0.668470678700085,0.6366105004404154,0.6365858427805994,0.2371978935977912,0.27081427926722257,0.2440001714137516,0.22156007402291494
2957,BLUE,2957.jpg," ""Gdańsk 2017"" painting", 2017, 46 x 55 cm, Edward Dwurnik,0.5193332152487612,0.7089734067539171,0.553195358515769,0.38320292993842187,0.17812887409532993,0.1505543381014769,0.16771680461846167,0.2318934441971682
2958,BLUE,2958.jpg, View from my studio. Snowstorm, 1906-12-26, w50.5 x h38 cm (Without frame), Holger Drachmann,0.7047408513977711,0.7959675919893829,0.7171523445091375,0.6468817767284928,0.09491480090018273,0.07587538001396116,0.09233044892336957,0.10923371321945095
2959,BLUE,2959.jpg, The Launching, 1913," 18""h x 22""w", George Wesley Bellows,0.3327703349138653,0.4416824129441506,0.34202455798843134,0.27463593425611427,0.19661815640077204,0.18418311359910836,0.20430243100887277,0.2094359559213584
2960,BLUE,2960.jpg, God mother entering into the Temple, 2008 - 2008, w60 x h77 x d4 cm (without frame), Katya Medvedeva,0.27451731690236547,0.3094867343991767,0.2720799836843147,0.26648861914903454,0.2108863907312787,0.18777036198332014,0.2108563436105954,0.24953651464021526
2961,BLUE,2961.jpg, High Peaks, 1937, 27 × 31 inches, William Henry Johnson,0.3998584494214756,0.38836430651632703,0.38988071256634,0.4236958509684636,0.196741209758499,0.19689527176790544,0.19062577183151813,0.25696643853249107
2962,BLUE,2962.jpg, Arable land, 1920 - 1923," Height = 139,5 cm; Width 169,5 cm"," Ruiz Pulido, Cristóbal",0.7213672127978057,0.6839983996538321,0.7167921265210144,0.7440667806282861,0.13713868743673663,0.24556864050142696,0.1564030516671086,0.11023806918641742
2963,BLUE,2963.jpg, Subterranean Illumination, 1984, w243.8 x h305.4 cm (overall), Dorothy Hood,0.19827509102018864,0.28053419859303236,0.19069921878049062,0.18301263364821885,0.10506453836107824,0.10922364645666605,0.10468073560488617,0.106172422070372
2964,BLUE,2964.jpg," ""Self-portrait with sword and belly""", 2013, 230 cm x 200 cm, Bruno Vilela,0.31707386390132614,0.5241238575067463,0.3063823510398147,0.2621821748736445,0.14847219832801548,0.20199518385105478,0.15432077815716883,0.1416258612192456
2965,BLUE,2965.jpg, The Ginkgo of Yonggye-ri, 2013/2013, 52.5 × 73 cm, Lee Hae-Kyun,0.25881685863415377,0.4434851040315074,0.2857087045742161,0.13821787163966834,0.12643521021182091,0.23698827134623454,0.13951192339779064,0.08236869440930386
2966,BLUE,2966.jpg, Romito Peak seen from Castiglioncello, 1864, 18 x 67 cm, Raffaello Sernesi,0.4174376552486891,0.3999927948396642,0.42633101827528874,0.4063438234463523,0.15550846210542155,0.22777765499104055,0.16054088277766057,0.15559305967441106
2967,BLUE,2967.jpg, Absolute Principle No.2, 1984,, SHU Qun,0.31511782458596843,0.3988200349090018,0.3360493585505939,0.24326166400375948,0.22499831970980075,0.25154832751997425,0.23203701980928015,0.20821458948858576
2968,BLUE,2968.jpg, Girl with an Orange, Not dated,, Gerard Sekoto,0.28937691534677135,0.3855282753508063,0.2856547859577029,0.2614416044771265,0.12524496389258988,0.20444840387930618,0.12406018204576554,0.17955468491797577
2969,BLUE,2969.jpg, In some corner of your confinement there may be a light (Jorge Luis Borges), 1982, 35 x 46 in, Pérez Celis,0.24122439891450256,0.362962633838355,0.2231935312070505,0.2320477526004124,0.17888716431900384,0.18629274282941471,0.1881922243116702,0.16216375082953155
2970,BLUE,2970.jpg, A childs dream of parents with more time, 1993, w52.5 x h63.5 cm, Mia Koch,0.6182447236710933,0.9397652598791255,0.7090555455817455,0.3217592439705317,0.09098352896342739,0.05118094341695748,0.08463078371956381,0.1447329607011514
2971,BLUE,2971.jpg, Chinese Family Move, 1856, H 62.4 x L 79.4 x P 7 cm, Auguste BORGET,0.5543052606276615,0.5970199456850998,0.5537346247382375,0.5397654600224681,0.2789213726336852,0.31673790828777854,0.29127290278461354,0.2515296464529099
2972,BLUE,2972.jpg, Let Not the Hand of a Giver Be Scanty, 2008 - 2008, w75 x h54 x d3 cm (without frame), Katya Medvedeva,0.3950671102643713,0.6692132505300296,0.3937260265802368,0.29718432341242795,0.16918577744655205,0.1275791123609997,0.1767503244653443,0.1837374645825181
2973,BLUE,2973.jpg, We The People and Other Dreamers, 2019, 120 x 71.5 Inches, Victor Ehikhamenor,0.41552612861331284,0.48692121297273105,0.41958810900366844,0.3813593695804935,0.25497307482441384,0.26610719825423174,0.25807796921412757,0.2573424087901023
2974,BLUE,2974.jpg, After the rain at Mayor Street, 2020/2020, 65 x 81, Karfereguia,0.3292817079592404,0.3683926428107811,0.32464326950962286,0.32406329413125684,0.22335197335029927,0.21780917027949948,0.22437772780780424,0.23166369566904485
2975,BLUE,2975.jpg, The Reverend A. J. Carver, 1882, w939 x h1514 cm," Fisher, Samuel Melton",0.23095065365814996,0.2736559523931039,0.22907534376120178,0.21898015358599832,0.15496291119100428,0.12953013572267658,0.151772761898509,0.17538826803355106
2976,BLUE,2976.jpg, Pink Slip Blues Municipal, 2006," 18"" x 24""", Jason Phillips,0.352002960120038,0.5697353244393635,0.33157799616085043,0.3123368556560208,0.12980955717074005,0.2544496916315553,0.1316398914191529,0.1626864095787217
2977,BLUE,2977.jpg, Portrait of First Lady Aurora Aragon Quezon, 2000,, Lulu Coching Rodriguez,0.515285818503212,0.5706975335735455,0.49739915727644135,0.5301452900567387,0.14781866502918994,0.20255568314607852,0.14011105142353084,0.20312082616594115
2978,BLUE,2978.jpg," Sketch for Turandot by G.Puccini-act III°,part I°", 1926/1926,, Galileo Chini (1873-1956),0.3259997678337225,0.3937434390510483,0.30825633318582774,0.3360558431948962,0.18506716406751633,0.18379378076043482,0.17914036741698494,0.2064645802960157
2979,BLUE,2979.jpg, Leni, 2005, 120 x 100 cm, Igor Tishin,0.46600453204585124,0.5438791662588747,0.48351077041377033,0.4030215640441684,0.18734412748454068,0.2117522876453773,0.19790029076092994,0.20262111042051542
2980,BLUE,2980.jpg," Feeding Dolly (If You Don't Eat it, I'll Give it to Doggie)", 1890, w24 x h20 inches, William J. McCloskey,0.29633961243042267,0.3250149356969462,0.2850873395525876,0.3079547972257731,0.18518590286633238,0.16447415449241348,0.18481120097948975,0.20516043495980574
2981,BLUE,2981.jpg, A Night Walk 2, 2016/2016, 146 x 112 cm, Choi Eun-Kyung,0.41704908215263775,0.49889150609666644,0.41425052622688363,0.3925440200271434,0.19414588348513026,0.19915910242903684,0.19524599347954016,0.20490578973708615
2982,BLUE,2982.jpg, The Last Land, 1983, 59cm x 79cm, Somphong Adulyasarapan,0.3609722667374373,0.47802536176409555,0.4203426093768357,0.20129112470351268,0.19667195588554906,0.27564974170348344,0.2227832496198705,0.2046834319046552
2983,BLUE,2983.jpg, The Wondow and the Canvas Frame, 2005, w1450 x h1120 cm," Nam, Kyung Min",0.37897388269478605,0.42528566959656516,0.3721074233365937,0.37549693090191194,0.3072621687296522,0.23460481494549812,0.3211100194547292,0.32800532349959016
2984,BLUE,2984.jpg, Corollary Mythologies Auto Da Fe, 1995-96, w178.1 x h239.7 cm, Surendran Nair,0.22239014582243805,0.30513665887508634,0.22738117039423633,0.1822340760452636,0.09005476724846687,0.10000626500354115,0.09593857455309537,0.09358578630731547
2985,BLUE,2985.jpg, Untitled, 2012, 175 x 150  cm., Mariela Agois,0.4335848858952781,0.5119555025309127,0.4330233313098842,0.4059533838134872,0.29289730251450175,0.30417298105833346,0.2943781069007741,0.2871534859887871
2986,BLUE,2986.jpg, The three graces, 2020/2020, 120 x 100, Carlos Andino,0.4408282259754436,0.5773669902384089,0.49868936132057784,0.27697044623359246,0.2359540797564703,0.29424263807059486,0.31379717867590423,0.2802157821863603
2987,BLUE,2987.jpg, Hangos, 2009 - 2010, w36 x h32 in, Joy Mallari,0.38825320494538185,0.4433261501887652,0.3937860695830354,0.3571784912354228,0.13212830513412713,0.14695695501735456,0.1336470350387607,0.13609833448136044
2988,BLUE,2988.jpg, Pitacos, 2020/2020, 81 x 60, Ana G. Pulido,0.520303426914356,0.570303691503855,0.5249994846308926,0.4927344163890177,0.2150433021181628,0.2508302142218289,0.21615479102656943,0.2071820457163085
2989,BLUE,2989.jpg, Self portrait, 1930/1930, w36 x h46 cm, Atanasio Soldati,0.1928295905527539,0.18865591536658557,0.18373939415409316,0.21223732437171505,0.10643340715432142,0.14429746530347431,0.11602341517877157,0.1168921995896968
2990,BLUE,2990.jpg, The King’s Head, 1959, 130 x 97 cm, Jan Kotík,0.28225931932450016,0.2690732702761718,0.26818411346206156,0.3147754421716834,0.13345188905702324,0.11266809036806466,0.13398679774292885,0.21180402196334228
2991,BLUE,2991.jpg, Renewal 2, 2005 - 2005,, Romeo Forbes Jr.,0.46931568909653093,0.6282119654096264,0.488856839268284,0.3726227924439484,0.2388650512669006,0.25236378802533166,0.2625487707698232,0.26421963658849307
2992,BLUE,2992.jpg, Still Life, 1912/1944,, Lee In-sung,0.4179970026533003,0.41494462333923565,0.4071753389777758,0.44039881363032196,0.211584334914911,0.1466757475018568,0.2087851086966203,0.2586542515637523
2993,BLUE,2993.jpg, Dark Matter (detail), 2020-2021,, Kamran Samimi,0.33052924224329466,0.41518715704187337,0.36582288234833793,0.23007718127723076,0.19263725430650583,0.20500145017857865,0.1988169430745153,0.18061572356671768
2994,BLUE,2994.jpg, Painting, 1960, 195 x 122 cm, Eduardo Mac Entyre,0.36951492218727056,0.6652251142268092,0.38615128154784456,0.22836967836364405,0.1479429838737346,0.08584824565425439,0.20220424088353814,0.09552936510823182
2995,BLUE,2995.jpg, Landscape from Stenbjerg with moon, 1889, w32.7 x h23 cm (Without frame), P.S. Krøyer,0.5933340426413397,0.6932991808733416,0.6055450513657882,0.5326651747981903,0.11008803825638606,0.13644266985177958,0.11288197836878497,0.10094577965125309
2996,BLUE,2996.jpg, Jessica, 2011, 113 x 178 cm, Tom Macbeth,0.5817342124429518,0.5117813778227968,0.5630858821087663,0.6440586347942395,0.20525042655127645,0.2933982444959035,0.22497222267545122,0.15196417112244237
2997,BLUE,2997.jpg, Blue Star, 2002, w1500 x h1500 cm," Yi, Hee Choung",0.3005719660420793,0.4687937901124785,0.2842988148111677,0.27089449463705906,0.08129074668992302,0.14621850400704967,0.07904716474422725,0.08387873660480648
2998,BLUE,2998.jpg," Icon, St. Barbara and St. George the Dragon Slayer.", 1901/1930," 51,5 х 73,5 cm", Anonymous,0.42821487109067513,0.5092503651114929,0.47732714169888474,0.30191439108689644,0.24505661000242218,0.37623334423430643,0.2800061917962308,0.31234840156736987
2999,BLUE,2999.jpg, hydrangea, 1958, w46.3 x h65 cm," Sin, Suk-pil",0.3761132751276465,0.4721711689912315,0.3699136521576753,0.35308463921860833,0.16417834946142432,0.13304488008572526,0.16276595552361206,0.19803512108232116
3000,BLUE,3000.jpg, The Cathedral, 1948," cm 53,5x40", BRUNO ZONI,0.4433386643514085,0.5493430394848791,0.46964704121091533,0.35273058564543924,0.1839126385503376,0.18691718153400846,0.1750011112164277,0.2649343427855781
